CustomerID,Cluster,Segment,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
1355-KUSBG,2,New Passives,65,3,48.8,2,2,2,6
3688-FTHLT,3,High Risk,56,4,63.05,2,3,3,8
0899-LIIBW,1,Champions,38,6,100.85,3,4,5,12
1384-RCUXW,3,High Risk,56,4,80.55,2,3,4,9
5825-XJOCM,1,Champions,24,6,64.4,4,4,3,11
6848-YLDFR,1,Champions,14,6,75.2,4,4,3,11
8125-QPFJD,1,Champions,0,8,84.9,5,5,4,14
2320-YKQBO,2,New Passives,65,1,19.3,2,1,1,4
4973-RLZVI,1,Champions,42,7,74.65,3,5,3,11
7869-ZYDST,3,High Risk,41,4,59.05,3,3,3,9
4501-UYKBC,1,Champions,26,6,69.1,4,4,3,11
1215-EXRMO,0,Loyal Basics,22,1,20.55,4,1,1,6
2305-MRGLV,3,High Risk,44,3,76.55,3,2,3,8
8404-VIOMB,1,Champions,6,7,62.5,5,5,3,13
2359-KLTEK,1,Champions,31,5,94.9,4,4,5,13
5304-EFJLP,1,Champions,0,8,111.65,5,5,5,15
2673-ZALNP,2,New Passives,65,1,19.9,2,1,1,4
9184-GALIL,0,Loyal Basics,34,1,20.45,3,1,1,5
4393-RYCRE,1,Champions,28,7,106.05,4,5,5,14
9746-MDMBK,1,Champions,25,9,113.45,4,5,5,14
3162-ZJZFU,1,Champions,19,5,92.55,4,4,4,12
8404-GFGCZ,3,High Risk,68,5,65.6,1,4,3,8
8875-AKBYH,3,High Risk,52,4,84.35,3,3,4,10
0533-UCAAU,1,Champions,15,6,71.1,4,4,3,11
1394-SUIUH,1,Champions,28,5,85.15,4,4,4,12
3521-MNKLV,2,New Passives,48,3,49.7,3,2,2,7
2533-TIBIX,2,New Passives,57,2,30.2,2,2,2,6
5092-STPKP,3,High Risk,48,4,56.35,3,3,2,8
0114-PEGZZ,1,Champions,39,7,107.55,3,5,5,13
3359-DSRKA,0,Loyal Basics,14,1,19.85,4,1,1,6
8639-NHQEI,1,Champions,0,6,95.9,5,4,5,14
7161-DFHUF,0,Loyal Basics,1,2,23.85,5,2,1,8
3720-DBRWL,1,Champions,21,8,83.85,4,5,4,13
8565-WUXZU,1,Champions,0,5,84.8,5,4,4,13
4994-OBRSZ,3,High Risk,58,7,76.1,2,5,3,10
0562-FGDCR,1,Champions,0,7,74.55,5,5,3,13
2436-QBZFP,2,New Passives,50,3,39.2,3,2,2,7
3420-YJLQT,3,High Risk,70,4,79.55,1,3,4,8
6040-CGACY,2,New Passives,57,1,19.6,2,1,1,4
6582-PLFUU,0,Loyal Basics,21,1,19.55,4,1,1,6
8242-PDSGJ,0,Loyal Basics,2,4,39.15,5,3,2,10
0264-CNITK,0,Loyal Basics,1,1,20.1,5,1,1,7
0089-IIQKO,1,Champions,33,6,99.95,3,4,5,12
7839-NUIAA,1,Champions,11,5,59.8,5,4,3,12
6075-QMNRR,0,Loyal Basics,20,3,49.75,4,3,2,9
5966-EMAZU,1,Champions,8,8,108.5,5,5,5,15
0440-EKDCF,1,Champions,10,5,60.15,5,4,3,12
4774-HHGGS,2,New Passives,42,1,19.05,3,1,1,5
2055-BFOCC,1,Champions,9,8,84.0,5,5,4,14
8180-AKMJV,2,New Passives,71,2,44.55,1,2,2,5
4298-OYIFC,3,High Risk,57,7,103.45,2,5,5,12
5566-SOEZD,3,High Risk,45,4,80.65,3,3,4,10
9842-EFSYY,3,High Risk,68,6,57.2,1,4,2,7
2272-WUSPA,1,Champions,0,8,110.75,5,5,5,15
4584-LBNMK,0,Loyal Basics,27,2,24.7,4,2,1,7
3898-GUYTS,1,Champions,27,7,97.05,4,5,5,14
0930-EHUZA,1,Champions,36,7,76.35,3,5,3,11
9975-SKRNR,2,New Passives,71,1,18.9,1,1,1,3
3703-KBKZP,3,High Risk,56,3,74.45,2,3,3,8
4973-MGTON,1,Champions,1,8,84.4,5,5,4,14
3682-YEUWS,2,New Passives,62,2,24.4,2,2,1,5
1223-UNPKS,2,New Passives,52,1,20.05,3,1,1,5
3446-QDSZF,3,High Risk,68,3,55.5,1,3,2,6
5117-IFGPS,3,High Risk,43,4,84.3,3,3,4,10
7379-FNIUJ,3,High Risk,70,6,100.2,1,4,5,10
1627-AFWVJ,2,New Passives,43,1,19.4,3,1,1,5
4486-EFAEB,2,New Passives,59,1,20.4,2,1,1,4
0060-FUALY,1,Champions,13,6,94.75,4,4,5,13
6954-OOYZZ,2,New Passives,54,2,44.35,2,2,2,6
7088-FBAWU,3,High Risk,55,6,74.55,2,4,3,9
8313-AFGBW,1,Champions,25,6,73.6,4,4,3,11
3097-IDVPU,2,New Passives,53,3,50.1,2,3,2,7
2197-OMWGI,1,Champions,4,5,53.0,5,4,2,11
2303-PJYHN,2,New Passives,70,1,19.85,1,1,1,3
9795-VOWON,2,New Passives,65,1,24.35,2,1,1,4
1237-WIYYZ,2,New Passives,54,1,19.55,2,1,1,4
1987-AUELQ,0,Loyal Basics,1,2,25.05,5,2,1,8
7852-LECYP,3,High Risk,59,6,93.8,2,4,4,10
4822-LPTYJ,1,Champions,0,7,103.75,5,5,5,15
8165-CBKXO,1,Champions,6,5,56.75,5,4,2,11
7753-USQYQ,1,Champions,17,5,64.2,4,4,3,11
6527-PZFPV,2,New Passives,48,1,20.8,3,1,1,5
9593-CVZKR,0,Loyal Basics,16,2,24.45,4,2,1,7
8595-SIZNC,2,New Passives,50,2,25.6,3,2,2,7
5236-XMZJY,3,High Risk,30,5,59.65,4,4,3,11
4827-DPADN,1,Champions,0,8,83.3,5,5,4,14
2694-CIUMO,3,High Risk,60,4,79.55,2,3,4,9
5846-ABOBJ,0,Loyal Basics,1,2,24.45,5,2,1,8
1439-LCGVL,2,New Passives,46,1,19.2,3,1,1,5
0909-SDHNU,2,New Passives,65,2,29.8,2,2,2,6
4647-XXZAM,2,New Passives,66,2,45.5,2,2,2,6
7740-KKCXF,0,Loyal Basics,21,2,30.05,4,2,2,8
5360-XGYAZ,1,Champions,0,7,65.65,5,5,3,13
3557-HTYWR,1,Champions,25,7,74.05,4,5,3,12
8920-NAVAY,1,Champions,10,8,110.75,5,5,5,15
1699-TLDLZ,2,New Passives,56,1,19.7,2,1,1,4
5600-PDUJF,2,New Passives,66,3,49.5,2,3,2,7
0567-XRHCU,0,Loyal Basics,3,4,43.95,5,3,2,10
2067-QYTCF,1,Champions,8,8,111.15,5,5,5,15
7407-SUJIZ,2,New Passives,47,1,20.6,3,1,1,5
9150-KPBJQ,2,New Passives,66,1,19.65,2,1,1,4
0052-DCKON,1,Champions,6,9,115.8,5,5,5,15
3654-ARMGP,1,Champions,11,8,88.65,5,5,4,14
9699-UBQFS,1,Champions,29,6,94.5,4,4,5,13
9367-TCUYN,2,New Passives,60,1,20.1,2,1,1,4
1261-FWTTE,2,New Passives,49,2,34.65,3,2,2,7
3528-HFRIQ,1,Champions,1,5,52.3,5,4,2,11
0708-SJDIS,3,High Risk,38,5,65.0,3,4,3,10
2073-QBVBI,0,Loyal Basics,31,3,35.45,4,3,2,9
6928-ONTRW,0,Loyal Basics,0,1,19.7,5,1,1,7
3320-VEOYC,3,High Risk,58,5,95.6,2,4,5,11
5231-FIQPA,0,Loyal Basics,31,1,19.85,4,1,1,6
6617-WLBQC,3,High Risk,49,4,81.85,3,3,4,10
2599-CIPQE,1,Champions,1,8,109.3,5,5,5,15
8774-GSBUN,0,Loyal Basics,0,2,25.4,5,2,2,9
7326-RIGQZ,3,High Risk,66,2,69.8,2,2,3,7
1401-FTHFQ,2,New Passives,49,1,20.0,3,1,1,5
0254-FNMCI,1,Champions,0,8,109.9,5,5,5,15
1848-LBZHY,2,New Passives,65,3,50.3,2,3,2,7
8118-TJAFG,3,High Risk,63,6,101.5,2,4,5,11
5429-LWCMV,3,High Risk,60,5,89.15,2,4,4,10
7298-IZWLY,2,New Passives,71,1,19.4,1,1,1,3
9758-MFWGD,0,Loyal Basics,24,2,29.9,4,2,2,8
3955-JBZZM,3,High Risk,52,3,78.8,3,3,3,9
4815-TUMEQ,2,New Passives,62,1,19.3,2,1,1,4
9909-IDLEK,3,High Risk,52,6,96.8,3,4,5,12
4092-OFQZS,2,New Passives,52,1,20.65,3,1,1,5
1561-BWHIN,2,New Passives,53,1,19.8,2,1,1,4
9927-DSWDF,1,Champions,50,7,104.6,3,5,5,13
9500-LTVBP,3,High Risk,37,4,80.05,3,3,4,10
7252-NTGSS,2,New Passives,71,2,45.15,1,2,2,5
8149-AIQCG,3,High Risk,33,3,73.15,3,3,3,9
1360-JYXKQ,1,Champions,18,6,99.1,4,4,5,13
0899-WZRSD,1,Champions,16,7,105.35,4,5,5,14
3255-GRXMG,2,New Passives,54,2,45.65,2,2,2,6
4828-FAZPK,3,High Risk,56,4,79.95,2,3,4,9
6094-ZIVKX,0,Loyal Basics,4,4,54.45,5,3,2,10
6925-BAYGL,0,Loyal Basics,19,2,25.1,4,2,2,8
3262-EIDHV,1,Champions,0,8,84.7,5,5,4,14
7354-OIJLX,3,High Risk,63,3,75.85,2,3,3,8
1376-HHBDV,2,New Passives,42,3,48.8,3,3,2,8
6133-OZILE,2,New Passives,54,3,35.2,2,3,2,7
4135-FRWKJ,1,Champions,17,7,76.25,4,5,3,12
6551-ZCOTS,0,Loyal Basics,39,2,24.9,3,2,1,6
7191-ADRGF,3,High Risk,28,5,54.3,4,4,2,10
5018-LXQQG,3,High Risk,42,5,66.3,3,4,3,10
6892-BOGQE,0,Loyal Basics,1,1,20.9,5,1,1,7
1746-TGTWV,3,High Risk,71,3,75.35,1,3,3,7
5995-SNNEW,1,Champions,49,7,104.45,3,5,5,13
8050-WYBND,3,High Risk,50,4,49.45,3,3,2,8
2821-WARNZ,0,Loyal Basics,23,1,19.45,4,1,1,6
4879-GZLFH,1,Champions,30,5,92.15,4,4,4,12
8314-HTWVE,2,New Passives,65,1,19.85,2,1,1,4
9402-ROUMJ,1,Champions,5,7,100.25,5,5,5,15
2507-QZPQS,3,High Risk,57,6,95.7,2,4,5,11
7159-NOKYQ,1,Champions,5,6,93.15,5,4,4,13
5707-ZMDJP,1,Champions,19,6,69.7,4,4,3,11
8779-YIQQA,2,New Passives,51,1,19.8,3,1,1,5
7136-IHZJA,1,Champions,32,6,71.35,4,4,3,11
8966-OIQHG,2,New Passives,50,1,20.75,3,1,1,5
7074-STDCN,0,Loyal Basics,33,3,40.6,3,3,2,8
8739-QOTTN,2,New Passives,70,1,20.35,1,1,1,3
1399-OUPJN,0,Loyal Basics,15,1,19.75,4,1,1,6
0277-BKSQP,3,High Risk,64,3,54.4,2,3,2,7
5774-XZTQC,2,New Passives,65,1,20.45,2,1,1,4
2676-SSLTO,1,Champions,23,5,66.15,4,4,3,11
6266-QHOJZ,1,Champions,7,6,89.85,5,4,4,13
7269-JISCY,0,Loyal Basics,17,2,45.05,4,2,2,8
0363-SVHYR,1,Champions,1,9,86.85,5,5,4,14
8547-NSBBO,1,Champions,37,7,96.75,3,5,5,13
6591-QGOYB,1,Champions,55,8,106.65,2,5,5,12
9070-BCKQP,1,Champions,0,8,110.15,5,5,5,15
6421-SZVEM,3,High Risk,44,4,82.85,3,3,4,10
1328-EUZHC,2,New Passives,54,1,20.1,2,1,1,4
8878-RYUKI,0,Loyal Basics,20,4,59.45,4,3,3,10
9633-DENPU,0,Loyal Basics,25,4,58.6,4,3,2,9
7811-JIVPF,2,New Passives,49,3,49.7,3,3,2,8
7113-HIPFI,1,Champions,6,6,65.85,5,4,3,12
8541-QVFKM,3,High Risk,64,3,73.5,2,3,3,8
9258-CNWAC,1,Champions,1,9,113.65,5,5,5,15
5371-VYLSX,1,Champions,22,5,83.4,4,4,4,12
6374-AFWOX,1,Champions,26,6,65.65,4,4,3,11
5317-FLPJF,1,Champions,6,6,61.35,5,4,3,12
7621-VPNET,1,Champions,30,5,85.9,4,4,4,12
6034-YMTOB,3,High Risk,67,3,75.65,1,3,3,7
4903-CNOZC,3,High Risk,43,6,70.9,3,4,3,10
4353-HYOJD,2,New Passives,45,3,49.85,3,3,2,8
7267-FRMJW,2,New Passives,47,1,20.1,3,1,1,5
4188-FRABG,1,Champions,15,8,103.05,4,5,5,14
4128-ETESU,1,Champions,25,6,99.7,4,4,5,13
0620-DLSLK,3,High Risk,59,3,81.9,2,3,4,9
3850-OKINF,1,Champions,1,5,66.2,5,4,3,12
1156-ZFYDO,2,New Passives,71,1,19.75,1,1,1,3
3295-YVUSR,3,High Risk,70,3,72.6,1,3,3,7
8016-NCFVO,1,Champions,17,9,116.5,4,5,5,14
4119-ZYPZY,1,Champions,1,7,106.8,5,5,5,15
5549-ZGHFB,0,Loyal Basics,22,2,24.95,4,2,1,7
7577-SWIFR,3,High Risk,71,4,89.25,1,3,4,8
0303-WMMRN,2,New Passives,67,1,19.25,1,1,1,3
6408-OTUBZ,1,Champions,6,8,104.55,5,5,5,15
5204-HMGYF,1,Champions,23,8,87.2,4,5,4,13
1078-TDCRN,2,New Passives,69,2,30.75,1,2,2,5
3727-OVPRY,0,Loyal Basics,6,2,25.7,5,2,2,9
3797-FKOGQ,3,High Risk,61,4,86.2,2,3,4,9
7622-NXQZR,2,New Passives,44,2,30.1,3,2,2,7
6196-HBOBZ,1,Champions,7,7,99.35,5,5,5,15
3970-XGJDU,0,Loyal Basics,10,1,19.2,5,1,1,7
7017-VFULY,2,New Passives,70,1,20.1,1,1,1,3
5562-YJQGT,2,New Passives,70,1,20.35,1,1,1,3
8807-OPMBM,0,Loyal Basics,17,2,25.65,4,2,2,8
5439-WIKXB,1,Champions,31,5,94.55,4,4,5,13
8294-UIMBA,3,High Risk,42,5,94.4,3,4,5,12
8109-YUOHE,3,High Risk,55,4,56.1,2,3,2,7
5840-NVDCG,3,High Risk,56,6,68.25,2,4,3,9
8092-NLTGF,0,Loyal Basics,0,2,24.75,5,2,1,8
5928-QLDHB,3,High Risk,63,3,76.25,2,3,3,8
9840-EFJQB,3,High Risk,71,3,74.35,1,3,3,7
0696-UKTOX,3,High Risk,49,4,54.15,3,3,2,8
4801-KFYKL,2,New Passives,64,1,19.45,2,1,1,4
3472-OAOOR,2,New Passives,53,3,34.95,2,3,2,7
6135-OZQVA,3,High Risk,65,4,53.65,2,3,2,7
2252-JHJGE,1,Champions,11,7,104.0,5,5,5,15
4188-PCPIG,1,Champions,15,6,70.35,4,4,3,11
7105-BENQF,3,High Risk,57,5,64.85,2,4,3,9
7721-DVEKZ,2,New Passives,71,1,19.65,1,1,1,3
3566-VVORZ,2,New Passives,60,2,45.9,2,2,2,6
9507-HSMMZ,0,Loyal Basics,18,1,20.0,4,1,1,6
2480-SQIOB,2,New Passives,68,2,44.8,1,2,2,5
7349-ALMUX,1,Champions,35,6,65.6,3,4,3,10
7813-TKCVO,2,New Passives,52,1,20.35,3,1,1,5
0128-MKWSG,3,High Risk,46,4,45.8,3,3,2,8
4350-ZTLPI,1,Champions,19,8,108.95,4,5,5,14
0361-HJRDX,1,Champions,4,7,64.35,5,5,3,13
5727-MYATE,1,Champions,0,9,90.8,5,5,4,14
3823-KYNQY,2,New Passives,60,2,24.95,2,2,1,5
7570-WELNY,1,Champions,4,5,84.7,5,4,4,13
3021-VLNRJ,1,Champions,22,6,70.8,4,4,3,11
2080-CAZNM,1,Champions,31,7,104.4,4,5,5,14
1028-FFNJK,1,Champions,42,6,101.5,3,4,5,12
6907-FLBER,3,High Risk,71,4,54.3,1,3,2,6
3001-UNBTL,1,Champions,43,6,103.95,3,4,5,12
5982-PSMKW,1,Champions,49,9,91.1,3,5,4,12
3507-GASNP,0,Loyal Basics,12,1,19.95,5,1,1,7
7096-ZNBZI,0,Loyal Basics,0,2,26.45,5,2,2,9
1676-MQAOA,1,Champions,0,7,75.1,5,5,3,13
0786-IVLAW,1,Champions,6,7,108.1,5,5,5,15
7566-DSRLQ,1,Champions,0,8,110.15,5,5,5,15
7245-JMTTQ,1,Champions,21,8,111.5,4,5,5,14
6050-IJRHS,1,Champions,2,7,106.5,5,5,5,15
6202-JVYEU,2,New Passives,63,1,19.9,2,1,1,4
8591-TKMZH,1,Champions,13,8,111.1,4,5,5,14
0734-OXWBT,3,High Risk,69,5,70.7,1,4,3,8
4282-ACRXS,0,Loyal Basics,34,1,24.85,3,1,1,5
0365-TRTPY,1,Champions,35,6,91.2,3,4,4,11
6502-KUGLL,3,High Risk,58,5,59.45,2,4,3,9
1841-YSJGV,1,Champions,0,8,109.95,5,5,5,15
3511-BFTJW,0,Loyal Basics,0,4,38.5,5,3,2,10
7668-XCFYV,3,High Risk,55,5,92.55,2,4,4,10
5018-HEKFO,2,New Passives,62,2,24.5,2,2,1,5
2923-ARZLG,2,New Passives,72,1,19.7,1,1,1,3
3976-NLDEZ,2,New Passives,71,1,20.6,1,1,1,3
2282-YGNOR,3,High Risk,43,5,58.0,3,4,2,9
5336-UFNZP,1,Champions,7,7,107.45,5,5,5,15
6854-EXGSF,3,High Risk,64,6,65.5,2,4,3,9
1241-EZFMJ,0,Loyal Basics,11,2,25.45,5,2,2,9
9233-PSYHO,1,Champions,27,6,100.15,4,4,5,13
5376-PCKNB,1,Champions,0,7,104.45,5,5,5,15
8044-BGWPI,2,New Passives,60,1,21.15,2,1,1,4
4060-LDNLU,3,High Risk,65,5,96.2,2,4,5,11
3589-PPVKW,2,New Passives,63,2,44.4,2,2,2,6
5887-IKKYO,1,Champions,14,6,94.35,4,4,5,13
1755-RMCXH,2,New Passives,70,1,20.3,1,1,1,3
3858-XHYJO,1,Champions,32,7,105.75,4,5,5,14
4299-SIMNS,3,High Risk,63,4,81.15,2,3,4,9
7025-IWFHT,1,Champions,31,5,89.55,4,4,4,12
6261-LHRTG,3,High Risk,46,4,54.75,3,3,2,8
7841-FCRQD,3,High Risk,39,4,53.75,3,3,2,8
2056-EVGZL,1,Champions,4,7,105.75,5,5,5,15
8777-MBMTS,1,Champions,7,7,105.85,5,5,5,15
7661-CPURM,3,High Risk,53,4,87.7,2,3,4,9
6233-HXJMX,1,Champions,27,5,89.3,4,4,4,12
5902-WBLSE,0,Loyal Basics,2,1,20.15,5,1,1,7
3239-TPHPZ,2,New Passives,60,1,20.05,2,1,1,4
5115-GZDEL,1,Champions,0,7,67.2,5,5,3,13
3338-CVVEH,3,High Risk,60,5,94.55,2,4,5,11
2615-YVMYX,1,Champions,1,8,107.5,5,5,5,15
2851-STERV,3,High Risk,37,6,73.0,3,4,3,10
4393-GEADV,1,Champions,2,9,114.75,5,5,5,15
8486-AYEQH,3,High Risk,41,3,76.05,3,3,3,9
5419-JKZNQ,3,High Risk,42,3,77.9,3,3,3,9
2495-KZNFB,3,High Risk,39,5,90.65,3,4,4,11
1409-PHXTF,1,Champions,18,8,110.45,4,5,5,14
4560-WQAQW,1,Champions,13,6,68.7,4,4,3,11
9591-YVTEB,0,Loyal Basics,17,4,44.85,4,3,2,9
9309-BZGNT,0,Loyal Basics,3,2,29.8,5,2,2,9
4274-DRSQT,1,Champions,6,5,88.9,5,4,4,13
2027-DNKIV,3,High Risk,35,5,58.75,3,4,2,9
8075-GXIUB,2,New Passives,63,1,19.85,2,1,1,4
2885-HIJDH,1,Champions,3,8,86.9,5,5,4,14
5424-RLQLC,3,High Risk,62,4,59.65,2,3,3,8
6507-DTJZV,3,High Risk,59,4,66.4,2,3,3,8
7673-BQGKU,0,Loyal Basics,3,1,20.15,5,1,1,7
6723-WSNTY,1,Champions,6,8,108.1,5,5,5,15
2725-IWWBA,1,Champions,26,5,56.9,4,4,2,10
1061-PNTHC,1,Champions,16,8,109.6,4,5,5,14
0394-YONDK,0,Loyal Basics,2,2,25.15,5,2,2,9
6574-MCOEH,1,Champions,39,7,79.15,3,5,4,12
7399-QHBJS,1,Champions,0,6,66.75,5,4,3,12
0997-YTLNY,2,New Passives,53,3,48.8,2,3,2,7
9479-HYNYL,1,Champions,1,7,80.7,5,5,4,14
9708-KFDBY,2,New Passives,71,1,20.55,1,1,1,3
3642-GKTCT,1,Champions,11,9,115.1,5,5,5,15
0774-RMNUW,1,Champions,1,6,59.7,5,4,3,12
1334-PDUKM,1,Champions,4,5,86.45,5,4,4,13
0756-MPZRL,0,Loyal Basics,26,3,33.7,4,3,2,9
2242-MFOTG,3,High Risk,39,4,80.1,3,3,4,10
2927-CVULT,1,Champions,19,8,104.05,4,5,5,14
2144-BFDSO,1,Champions,22,8,108.75,4,5,5,14
8745-PVESG,0,Loyal Basics,15,4,41.1,4,3,2,9
7647-GYYKX,0,Loyal Basics,18,1,20.35,4,1,1,6
5647-FXOTP,1,Champions,12,7,105.9,5,5,5,15
9700-ISPUP,3,High Risk,62,5,65.5,2,4,3,9
9839-ETQOE,0,Loyal Basics,29,4,40.45,4,3,2,9
6078-VESFR,3,High Risk,59,2,70.45,2,2,3,7
9027-TMATR,1,Champions,29,7,78.8,4,5,3,12
1941-HOSAM,3,High Risk,71,4,90.1,1,3,4,8
9110-HSGTV,1,Champions,3,7,82.45,5,5,4,14
0704-VCUMB,0,Loyal Basics,11,1,20.25,5,1,1,7
6171-ZTVYB,1,Champions,29,6,66.25,4,4,3,11
1935-IMVBB,1,Champions,16,4,89.7,4,3,4,11
2535-PBCGC,1,Champions,2,7,64.55,5,5,3,13
1470-PSXNM,1,Champions,23,6,93.65,4,4,4,12
2498-XLDZR,1,Champions,40,7,73.6,3,5,3,11
9866-OCCKE,1,Champions,0,8,109.75,5,5,5,15
5338-YHWYT,3,High Risk,35,5,61.45,3,4,3,10
7718-UPSKJ,1,Champions,3,7,106.4,5,5,5,15
8731-WBBMB,3,High Risk,46,7,81.9,3,5,4,12
1448-CYWKC,1,Champions,14,7,105.2,4,5,5,14
7901-IIDQV,3,High Risk,48,4,54.6,3,3,2,8
2690-DVRVK,2,New Passives,67,1,20.55,1,1,1,3
1270-XKUCC,2,New Passives,42,1,19.7,3,1,1,5
0334-ZFJSR,1,Champions,17,6,66.05,4,4,3,11
5583-EJXRD,1,Champions,28,6,54.05,4,4,2,10
4565-EVZMJ,1,Champions,25,5,58.9,4,4,3,11
3327-YBAKM,1,Champions,8,6,96.9,5,4,5,14
9441-QHEVC,2,New Passives,71,1,19.1,1,1,1,3
6705-LNMDD,2,New Passives,52,3,50.0,3,3,2,8
2580-ASVVY,0,Loyal Basics,35,4,45.4,3,3,2,8
3370-GQEAL,3,High Risk,42,4,85.45,3,3,4,10
5032-USPKF,1,Champions,34,8,84.1,3,5,4,12
4254-QPEDE,1,Champions,20,7,66.25,4,5,3,12
6283-GITPX,1,Champions,1,7,76.9,5,5,3,13
0771-CHWSK,1,Champions,6,7,74.6,5,5,3,13
9788-HNGUT,1,Champions,0,9,116.95,5,5,5,15
9495-REDIY,2,New Passives,47,3,40.65,3,3,2,8
5375-XLDOF,1,Champions,3,9,114.35,5,5,5,15
1172-VIYBP,1,Champions,19,6,69.7,4,4,3,11
6559-PDZLR,3,High Risk,46,6,98.65,3,4,5,12
8992-OBVDG,3,High Risk,51,4,61.65,3,3,3,9
4273-MBHYA,3,High Risk,71,4,89.35,1,3,4,8
4724-WXVWF,1,Champions,24,6,95.4,4,4,5,13
5701-GUXDC,2,New Passives,46,3,35.4,3,3,2,8
1460-UZPRJ,0,Loyal Basics,12,1,19.95,5,1,1,7
6082-GLJIX,2,New Passives,54,1,19.25,2,1,1,4
2495-TTHBQ,2,New Passives,68,1,20.4,1,1,1,3
0485-ZBSLN,0,Loyal Basics,7,2,24.75,5,2,1,8
3810-PJUHR,0,Loyal Basics,2,2,25.35,5,2,2,9
0847-HGRML,0,Loyal Basics,10,1,20.0,5,1,1,7
8232-CTLKO,0,Loyal Basics,6,4,59.75,5,3,3,11
9227-YBAXE,1,Champions,7,8,82.5,5,5,4,14
9860-LISIZ,0,Loyal Basics,38,1,20.35,3,1,1,5
0112-QAWRZ,3,High Risk,56,5,90.8,2,4,4,10
2786-GCDPI,1,Champions,22,7,104.95,4,5,5,14
4043-MKDTV,1,Champions,1,7,105.25,5,5,5,15
9229-RQABD,2,New Passives,54,2,23.75,2,2,1,5
8313-KTIHG,3,High Risk,68,4,61.3,1,3,3,7
5320-BRKGK,1,Champions,14,7,75.8,4,5,3,12
6284-KMNUF,1,Champions,16,6,98.0,4,4,5,13
6229-UOLQL,0,Loyal Basics,16,5,52.0,4,4,2,10
3137-LUPIX,3,High Risk,68,5,64.4,1,4,3,8
6143-JQKEA,2,New Passives,62,2,45.8,2,2,2,6
8676-OOQEJ,2,New Passives,68,2,30.5,1,2,2,5
9701-CDXHR,0,Loyal Basics,21,2,69.15,4,2,3,9
8124-NZVGJ,3,High Risk,66,4,49.25,2,3,2,7
2162-FRZAA,0,Loyal Basics,9,4,39.35,5,3,2,10
5118-MUEYH,1,Champions,24,7,105.1,4,5,5,14
5627-TVBPP,0,Loyal Basics,37,1,20.1,3,1,1,5
3936-QQFLL,2,New Passives,70,1,19.75,1,1,1,3
2589-AYCRP,0,Loyal Basics,22,1,19.75,4,1,1,6
4067-HLYQI,3,High Risk,39,2,70.4,3,2,3,8
5124-EOGYE,2,New Passives,41,1,20.45,3,1,1,5
5057-RKGLH,2,New Passives,63,1,20.35,2,1,1,4
0292-WEGCH,1,Champions,18,8,86.2,4,5,4,13
8910-ICHIU,1,Champions,26,6,95.65,4,4,5,13
4097-YODCF,1,Champions,38,7,103.8,3,5,5,13
9715-WZCLW,1,Champions,1,6,97.2,5,4,5,14
9786-YWNHU,1,Champions,9,6,63.55,5,4,3,12
6407-GSJNL,0,Loyal Basics,21,2,24.95,4,2,1,7
4049-ZPALD,1,Champions,8,6,99.0,5,4,5,14
3733-UOCWF,1,Champions,11,5,85.55,5,4,4,13
6833-JMZYP,3,High Risk,57,5,94.0,2,4,4,10
1310-QRITU,2,New Passives,54,3,50.3,2,3,2,7
8961-QDZZJ,1,Champions,15,5,95.0,4,4,5,13
9715-SBVSU,3,High Risk,58,5,61.4,2,4,3,9
8490-BXHEO,3,High Risk,54,4,80.55,2,3,4,9
7173-TETGO,1,Champions,0,4,78.5,5,3,3,11
7929-SKFGK,1,Champions,2,9,114.3,5,5,5,15
2300-RQGOI,0,Loyal Basics,34,1,20.05,3,1,1,5
3563-SVYLG,1,Champions,4,6,62.65,5,4,3,12
6435-VWCCY,1,Champions,7,6,92.7,5,4,4,13
4998-IKFSE,1,Champions,42,6,100.45,3,4,5,12
8630-QSGXK,1,Champions,21,6,75.2,4,4,3,11
2455-USLMV,3,High Risk,41,5,84.75,3,4,4,11
9488-FVZCC,1,Champions,0,8,79.5,5,5,4,14
5995-WWKKG,0,Loyal Basics,35,1,19.8,3,1,1,5
7879-CGSFV,1,Champions,17,6,100.9,4,4,5,13
9921-EZKBY,1,Champions,39,6,95.3,3,4,5,12
7432-FFVAR,1,Champions,26,5,90.95,4,4,4,12
7246-ZGQDF,3,High Risk,71,4,54.5,1,3,2,6
4456-RHSNB,2,New Passives,53,3,49.6,2,3,2,7
2481-SBOYW,0,Loyal Basics,11,2,25.0,5,2,1,8
7109-MFBYV,2,New Passives,46,2,45.45,3,2,2,7
1833-TCXKK,1,Champions,27,7,107.75,4,5,5,14
1832-PEUTS,1,Champions,10,5,89.1,5,4,4,13
8660-BUETV,2,New Passives,69,2,44.75,1,2,2,5
0580-PIQHM,1,Champions,31,7,101.6,4,5,5,14
5696-CEIQJ,1,Champions,5,7,103.15,5,5,5,15
1696-HXOWK,1,Champions,1,6,95.65,5,4,5,14
3026-ATZYV,1,Champions,35,6,75.1,3,4,3,10
4012-YCFAI,1,Champions,12,5,61.35,5,4,3,12
9970-QBCDA,2,New Passives,66,1,19.7,2,1,1,4
9496-IVVRP,2,New Passives,61,3,51.0,2,3,2,7
2657-VPXTA,3,High Risk,62,4,88.85,2,3,4,9
6551-VLJMV,0,Loyal Basics,38,1,20.05,3,1,1,5
