CustomerID,Tenure Months,Monthly Charges,Total Charges,Contract,Payment Method,Internet Service,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,City,State,tenure_group,revenue_band,service_count,customer_value,risk_segment,Segment,RFM_Score,R_Score,F_Score,M_Score,Churn Theme,Sentiment_Score,Sentiment_Label
6833-JMZYP,15,94.0,1505.45,Month-to-month,Credit card (automatic),Fiber optic,No,0,77,4521,,Hesperia,California,Mid,Premium,5,Standard,Low Risk,High Risk,10,2,4,4,Not Churned,0.0,N/A
1310-QRITU,18,50.3,913.3,Month-to-month,Electronic check,DSL,No,0,65,5877,,Hinkley,California,Mid,Medium,3,Standard,Low Risk,New Passives,7,2,3,2,Not Churned,0.0,N/A
8961-QDZZJ,57,95.0,5535.8,One year,Electronic check,Fiber optic,No,0,70,6245,,Lake Arrowhead,California,Loyal,Premium,5,High Value,Low Risk,Champions,13,4,4,5,Not Churned,0.0,N/A
9715-SBVSU,14,61.4,815.55,Two year,Bank transfer (automatic),DSL,No,0,22,3186,,Loma Linda,California,Mid,Medium,5,Standard,Low Risk,High Risk,9,2,4,3,Not Churned,0.0,N/A
8490-BXHEO,18,80.55,1411.65,Month-to-month,Credit card (automatic),Fiber optic,No,0,27,5137,,Lucerne Valley,California,Mid,High,4,Standard,Low Risk,High Risk,9,2,3,4,Not Churned,0.0,N/A
7173-TETGO,72,78.5,5602.25,Two year,Bank transfer (automatic),Fiber optic,No,0,69,6072,,Lytle Creek,California,Champion,High,4,Standard,Low Risk,Champions,11,5,3,3,Not Churned,0.0,N/A
7929-SKFGK,70,114.3,8244.3,Two year,Credit card (automatic),Fiber optic,No,0,24,4280,,Mentone,California,Champion,Premium,9,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
2300-RQGOI,38,20.05,741.5,Two year,Mailed check,No,No,0,62,2295,,Needles,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,5,3,1,1,Not Churned,0.0,N/A
3563-SVYLG,68,62.65,4375.8,Two year,Credit card (automatic),DSL,No,0,59,5215,,Nipton,California,Champion,Medium,6,Standard,Low Risk,Champions,12,5,4,3,Not Churned,0.0,N/A
6435-VWCCY,65,92.7,5968.4,Two year,Credit card (automatic),Fiber optic,No,0,64,5205,,Oro Grande,California,Champion,Premium,6,High Value,Low Risk,Champions,13,5,4,4,Not Churned,0.0,N/A
4998-IKFSE,30,100.45,3096.9,Month-to-month,Electronic check,Fiber optic,No,0,32,3936,,Phelan,California,Mid,Premium,6,High Value,Low Risk,Champions,12,3,4,5,Not Churned,0.0,N/A
8630-QSGXK,51,75.2,3901.25,Two year,Bank transfer (automatic),DSL,No,0,59,4708,,Pinon Hills,California,Loyal,High,6,Standard,Low Risk,Champions,11,4,4,3,Not Churned,0.0,N/A
2455-USLMV,31,84.75,2613.4,Month-to-month,Credit card (automatic),Fiber optic,No,0,35,3727,,Redlands,California,Mid,High,5,Standard,Low Risk,High Risk,11,3,4,4,Not Churned,0.0,N/A
9488-FVZCC,72,79.5,5661.7,Two year,Bank transfer (automatic),DSL,No,0,78,4390,,Rialto,California,Champion,High,8,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
5995-WWKKG,37,19.8,695.05,One year,Electronic check,No,No,0,31,5987,,Running Springs,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,5,3,1,1,Not Churned,0.0,N/A
7879-CGSFV,55,100.9,5552.05,One year,Mailed check,Fiber optic,No,0,22,5101,,Sugarloaf,California,Loyal,Premium,6,High Value,Low Risk,Champions,13,4,4,5,Not Churned,0.0,N/A
9921-EZKBY,33,95.3,3275.15,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,38,3087,,Tecopa,California,Mid,Premium,6,High Value,Low Risk,Champions,12,3,4,5,Not Churned,0.0,N/A
7432-FFVAR,46,90.95,4236.6,One year,Bank transfer (automatic),Fiber optic,No,0,38,5187,,Victorville,California,Loyal,Premium,5,High Value,Low Risk,Champions,12,4,4,4,Not Churned,0.0,N/A
7246-ZGQDF,1,54.5,54.5,Month-to-month,Electronic check,DSL,No,0,54,4359,,Victorville,California,New,Medium,4,Standard,Low Risk,High Risk,6,1,3,2,Not Churned,0.0,N/A
4456-RHSNB,19,49.6,962.9,Month-to-month,Bank transfer (automatic),DSL,No,0,27,5735,,San Bernardino,California,Mid,Medium,3,Standard,Low Risk,New Passives,7,2,3,2,Not Churned,0.0,N/A
2481-SBOYW,61,25.0,1498.35,Two year,Credit card (automatic),No,No,0,54,4673,,San Bernardino,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,8,5,2,1,Not Churned,0.0,N/A
7109-MFBYV,26,45.45,1233.15,Month-to-month,Electronic check,DSL,No,0,68,5451,,San Bernardino,California,Mid,Medium,2,Standard,Low Risk,New Passives,7,3,2,2,Not Churned,0.0,N/A
1833-TCXKK,45,107.75,4882.8,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,27,3301,,San Bernardino,California,Loyal,Premium,7,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
1832-PEUTS,62,89.1,5411.65,Two year,Credit card (automatic),Fiber optic,No,0,68,5995,,San Bernardino,California,Champion,Premium,5,High Value,Low Risk,Champions,13,5,4,4,Not Churned,0.0,N/A
8660-BUETV,3,44.75,148.05,Month-to-month,Mailed check,DSL,No,0,20,3422,,Riverside,California,New,Medium,2,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
0580-PIQHM,41,101.6,3930.55,One year,Bank transfer (automatic),Fiber optic,No,0,52,3275,,Riverside,California,Loyal,Premium,7,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
5696-CEIQJ,67,103.15,6895.5,Two year,Bank transfer (automatic),Fiber optic,No,0,40,4376,,Riverside,California,Champion,Premium,7,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
1696-HXOWK,71,95.65,6856.95,One year,Mailed check,Fiber optic,No,0,65,5856,,Riverside,California,Champion,Premium,6,High Value,Low Risk,Champions,14,5,4,5,Not Churned,0.0,N/A
3026-ATZYV,37,75.1,2658.8,One year,Bank transfer (automatic),DSL,No,0,64,4131,,Riverside,California,Loyal,High,6,Standard,Low Risk,Champions,10,3,4,3,Not Churned,0.0,N/A
4012-YCFAI,60,61.35,3766.2,Two year,Mailed check,DSL,No,0,79,6174,,Riverside,California,Loyal,Medium,5,Standard,Low Risk,Champions,12,5,4,3,Not Churned,0.0,N/A
9970-QBCDA,6,19.7,129.55,Month-to-month,Credit card (automatic),No,No,0,74,5387,,March Air Reserve Base,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
9496-IVVRP,11,51.0,581.7,Month-to-month,Bank transfer (automatic),DSL,No,0,49,5777,,Lake Elsinore,California,New,Medium,3,Standard,Low Risk,New Passives,7,2,3,2,Not Churned,0.0,N/A
2657-VPXTA,10,88.85,929.45,Month-to-month,Electronic check,Fiber optic,No,0,54,4531,,Anza,California,New,Premium,4,Standard,Low Risk,High Risk,9,2,3,4,Not Churned,0.0,N/A
6551-VLJMV,34,20.05,679,Two year,Credit card (automatic),No,No,0,29,2236,,Hemet,California,Mid,Low,1,Standard,Low Risk,Loyal Basics,5,3,1,1,Not Churned,0.0,N/A
1221-GHZEP,62,65.1,3846.75,Two year,Mailed check,DSL,No,0,47,5172,,Hemet,California,Champion,High,5,Standard,Low Risk,Champions,12,5,4,3,Not Churned,0.0,N/A
9289-LBQVU,64,70.15,4480.7,One year,Mailed check,DSL,No,0,49,5037,,Hemet,California,Champion,High,6,Standard,Low Risk,Champions,12,5,4,3,Not Churned,0.0,N/A
3458-IDMFK,25,20.75,499.4,Two year,Mailed check,No,No,0,74,5161,,Idyllwild,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
6933-FHBZC,26,56.05,1553.2,One year,Mailed check,DSL,No,0,46,3079,,Moreno Valley,California,Mid,Medium,4,Standard,Low Risk,High Risk,8,3,3,2,Not Churned,0.0,N/A
0221-NAUXK,10,19.95,219.5,One year,Bank transfer (automatic),No,No,0,48,3044,,Moreno Valley,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
9770-KXGQU,53,98.6,5311.85,One year,Mailed check,Fiber optic,No,0,20,4635,,Moreno Valley,California,Loyal,Premium,7,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
6538-POCHL,33,79.0,2576.8,Month-to-month,Credit card (automatic),Fiber optic,No,0,21,4396,,Mountain Center,California,Mid,High,4,Standard,Low Risk,High Risk,9,3,3,3,Not Churned,0.0,N/A
6726-NNFWD,71,89.45,6435.25,Two year,Credit card (automatic),Fiber optic,No,0,72,6004,,Murrieta,California,Champion,Premium,5,High Value,Low Risk,Champions,13,5,4,4,Not Churned,0.0,N/A
3002-WQZWT,29,74.2,1993.25,Month-to-month,Electronic check,Fiber optic,No,0,55,3982,,Murrieta,California,Mid,High,3,Standard,Low Risk,High Risk,9,3,3,3,Not Churned,0.0,N/A
4277-UDIEF,24,81.0,1923.85,Month-to-month,Bank transfer (automatic),DSL,No,0,50,3019,,Nuevo,California,Mid,High,7,Standard,Low Risk,High Risk,12,3,5,4,Not Churned,0.0,N/A
1208-NBVFH,20,49.6,939.8,Month-to-month,Electronic check,DSL,No,0,68,3235,,Perris,California,Mid,Medium,3,Standard,Low Risk,New Passives,8,3,3,2,Not Churned,0.0,N/A
4912-PIGUY,1,84.6,84.6,Month-to-month,Electronic check,Fiber optic,No,0,46,2196,,Perris,California,New,High,4,Standard,Low Risk,High Risk,8,1,3,4,Not Churned,0.0,N/A
2725-TTRIQ,72,84.2,5986.55,Two year,Bank transfer (automatic),DSL,No,0,69,5598,,Menifee,California,Champion,High,8,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
3374-TTZTK,52,106.3,5487,Two year,Electronic check,Fiber optic,No,0,36,4969,,Sun City,California,Loyal,Premium,8,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
8990-ZXLSU,9,69.05,651.5,Month-to-month,Electronic check,Fiber optic,No,0,50,5121,,Sun City,California,New,High,2,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
2275-RBYQS,1,45.4,45.4,Month-to-month,Mailed check,DSL,No,0,50,4916,,Sun City,California,New,Medium,2,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
4419-UJMUS,69,99.35,6856.45,Two year,Electronic check,Fiber optic,No,0,73,4637,,Wildomar,California,Champion,Premium,6,High Value,Low Risk,Champions,14,5,4,5,Not Churned,0.0,N/A
7794-JASDG,1,50.75,50.75,Month-to-month,Mailed check,DSL,No,0,80,2250,,Winchester,California,New,Medium,3,Standard,Low Risk,New Passives,6,1,3,2,Not Churned,0.0,N/A
7609-YBPXG,54,87.1,4735.2,Two year,Bank transfer (automatic),DSL,No,0,44,5418,,Irvine,California,Loyal,Premium,8,High Value,Low Risk,Champions,13,4,5,4,Not Churned,0.0,N/A
5519-TEEUH,33,20.15,682.15,One year,Mailed check,No,No,0,57,5759,,Irvine,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
7856-GANIL,45,98.7,4525.8,One year,Bank transfer (automatic),Fiber optic,No,0,66,2535,,Irvine,California,Loyal,Premium,7,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
0804-XBFBV,11,25.2,321.05,Month-to-month,Electronic check,DSL,No,0,57,5916,,Foothill Ranch,California,New,Low,1,Standard,Low Risk,New Passives,5,2,1,2,Not Churned,0.0,N/A
2676-OXPPQ,6,55.7,335.65,Month-to-month,Bank transfer (automatic),DSL,No,0,45,2482,,Irvine,California,New,Medium,4,Standard,Low Risk,High Risk,7,2,3,2,Not Churned,0.0,N/A
3703-TTEPD,21,65.35,1424.4,Month-to-month,Bank transfer (automatic),DSL,No,0,45,2887,,Irvine,California,Mid,High,5,Standard,Low Risk,High Risk,10,3,4,3,Not Churned,0.0,N/A
2799-TSLAG,65,25.3,1748.55,Two year,Bank transfer (automatic),No,No,0,51,4533,,Irvine,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,9,5,2,2,Not Churned,0.0,N/A
2208-NKVVH,43,24.25,1077.95,Two year,Mailed check,No,No,0,51,4432,,Costa Mesa,California,Loyal,Low,2,Standard,Low Risk,Loyal Basics,7,4,2,1,Not Churned,0.0,N/A
7139-JZFVG,60,60.5,3694.45,Two year,Bank transfer (automatic),DSL,No,0,43,6026,,Huntington Beach,California,Loyal,Medium,5,Standard,Low Risk,Champions,12,5,4,3,Not Churned,0.0,N/A
4987-GQWPO,17,25.1,382.8,Month-to-month,Credit card (automatic),DSL,No,0,33,4580,,Huntington Beach,California,Mid,Low,1,Standard,Low Risk,New Passives,5,2,1,2,Not Churned,0.0,N/A
1757-TCATG,35,20.05,746.75,One year,Bank transfer (automatic),No,No,0,49,3942,,Huntington Beach,California,Mid,Low,1,Standard,Low Risk,Loyal Basics,5,3,1,1,Not Churned,0.0,N/A
4776-XSKYQ,12,30.25,368.85,One year,Credit card (automatic),DSL,No,0,64,5988,,Laguna Hills,California,New,Low,2,Standard,Low Risk,New Passives,6,2,2,2,Not Churned,0.0,N/A
8048-DSDFQ,1,20.2,20.2,Month-to-month,Mailed check,No,No,0,42,4496,,Midway City,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
5753-QQWPW,28,59.9,1654.7,One year,Electronic check,DSL,No,0,69,4131,,Aliso Viejo,California,Mid,Medium,5,Standard,Low Risk,High Risk,10,3,4,3,Not Churned,0.0,N/A
6010-DDPPW,70,25.15,1940.85,Two year,Bank transfer (automatic),No,No,0,30,4279,,Newport Coast,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,9,5,2,2,Not Churned,0.0,N/A
6693-FRIRW,18,101.3,1794.65,Month-to-month,Credit card (automatic),Fiber optic,No,0,80,5948,,Newport Beach,California,Mid,Premium,6,Standard,Low Risk,High Risk,11,2,4,5,Not Churned,0.0,N/A
6586-MYGKD,70,76.95,5289.8,Two year,Credit card (automatic),DSL,No,0,47,6280,,Newport Beach,California,Champion,High,7,Standard,Low Risk,Champions,13,5,5,3,Not Churned,0.0,N/A
3173-NVMPX,9,55.3,501.2,Month-to-month,Mailed check,DSL,No,0,80,4291,,Newport Beach,California,New,Medium,4,Standard,Low Risk,High Risk,7,2,3,2,Not Churned,0.0,N/A
0248-PGHBZ,67,92.45,6140.85,Two year,Bank transfer (automatic),Fiber optic,No,0,80,5857,,San Clemente,California,Champion,Premium,6,High Value,Low Risk,Champions,13,5,4,4,Not Churned,0.0,N/A
0623-GDISB,1,48.45,48.45,Month-to-month,Bank transfer (automatic),DSL,No,0,27,5838,,San Clemente,California,New,Medium,3,Standard,Low Risk,New Passives,6,1,3,2,Not Churned,0.0,N/A
2892-GESUL,18,19.35,309.25,Two year,Mailed check,No,No,0,36,2269,,San Juan Capistrano,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
7472-EQOAV,71,86.7,6179.35,One year,Bank transfer (automatic),Fiber optic,No,0,44,4485,,Laguna Niguel,California,Champion,Premium,5,High Value,Low Risk,Champions,13,5,4,4,Not Churned,0.0,N/A
2043-WVTQJ,1,55.7,55.7,Month-to-month,Mailed check,DSL,No,0,36,5664,,Westminster,California,New,Medium,4,Standard,Low Risk,High Risk,6,1,3,2,Not Churned,0.0,N/A
8034-RYTVV,55,84.25,4589.85,One year,Credit card (automatic),Fiber optic,No,0,30,5735,,Rancho Santa Margarita,California,Loyal,High,5,Standard,Low Risk,Champions,12,4,4,4,Not Churned,0.0,N/A
3863-QSTYI,59,64.65,3735.45,Month-to-month,Electronic check,DSL,No,0,38,5687,,Mission Viejo,California,Loyal,Medium,5,Standard,Low Risk,Champions,11,4,4,3,Not Churned,0.0,N/A
5044-LRQAQ,7,69.2,477.55,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,73,2551,,Ladera Ranch,California,New,High,2,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
1716-LSAMB,45,54.65,2553.7,Two year,Bank transfer (automatic),DSL,No,0,39,5083,,Santa Ana,California,Loyal,Medium,4,Standard,Low Risk,Loyal Basics,9,4,3,2,Not Churned,0.0,N/A
1333-PBMXB,54,24.75,1342.15,One year,Bank transfer (automatic),No,No,0,70,6466,,Santa Ana,California,Loyal,Low,2,Standard,Low Risk,Loyal Basics,7,4,2,1,Not Churned,0.0,N/A
6546-OPBBH,51,23.95,1216.35,One year,Mailed check,No,No,0,26,5895,,Santa Ana,California,Loyal,Low,2,Standard,Low Risk,Loyal Basics,7,4,2,1,Not Churned,0.0,N/A
5985-BEHZK,72,105.0,7578.05,One year,Credit card (automatic),Fiber optic,No,0,56,6423,,Santa Ana,California,Champion,Premium,7,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
9127-QRZMH,44,59.85,2603.95,One year,Bank transfer (automatic),DSL,No,0,35,5981,,Santa Ana,California,Loyal,Medium,5,Standard,Low Risk,High Risk,11,4,4,3,Not Churned,0.0,N/A
5919-VCZYM,2,20.05,42.7,Month-to-month,Mailed check,No,No,0,58,4394,,Santa Ana,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
9644-KVCNC,66,92.15,6056.9,One year,Bank transfer (automatic),Fiber optic,No,0,77,4928,,Fountain Valley,California,Champion,Premium,5,High Value,Low Risk,Champions,13,5,4,4,Not Churned,0.0,N/A
2137-DQMEV,68,44.8,2983.65,One year,Mailed check,DSL,No,0,68,4112,,Tustin,California,Champion,Medium,4,Standard,Low Risk,Loyal Basics,10,5,3,2,Not Churned,0.0,N/A
8174-LNWMW,31,20.9,689.35,Two year,Credit card (automatic),No,No,0,46,5581,,Tustin,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
9279-CJEOJ,21,95.4,2025.1,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,47,5691,,Anaheim,California,Mid,Premium,5,Standard,Low Risk,High Risk,12,3,4,5,Not Churned,0.0,N/A
7964-VEXDG,21,80.35,1747.2,Month-to-month,Electronic check,Fiber optic,No,0,62,4579,,Anaheim,California,Mid,High,4,Standard,Low Risk,High Risk,10,3,3,4,Not Churned,0.0,N/A
2404-JIBFC,55,85.1,4657.95,Two year,Bank transfer (automatic),DSL,No,0,67,5661,,Anaheim,California,Loyal,Premium,8,High Value,Low Risk,Champions,13,4,5,4,Not Churned,0.0,N/A
8029-XYPWT,71,115.05,8016.6,Two year,Bank transfer (automatic),Fiber optic,No,0,53,4438,,Anaheim,California,Champion,Premium,9,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
4632-PAOYU,22,19.95,433.5,One year,Mailed check,No,No,0,61,2233,,Anaheim,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
2990-OGYTD,67,86.15,5883.85,Two year,Bank transfer (automatic),DSL,No,0,31,5037,,Fullerton,California,Champion,Premium,8,High Value,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
6646-JPPHA,14,78.85,1043.8,Month-to-month,Electronic check,Fiber optic,No,0,44,5327,,Fullerton,California,Mid,High,4,Standard,Low Risk,High Risk,8,2,3,3,Not Churned,0.0,N/A
7658-UYUQS,21,86.55,1857.25,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,67,5318,,Fullerton,California,Mid,Premium,4,Standard,Low Risk,High Risk,10,3,3,4,Not Churned,0.0,N/A
7880-XSOJX,4,42.4,146.4,Month-to-month,Mailed check,DSL,No,0,74,4282,,Garden Grove,California,New,Medium,4,Standard,Low Risk,New Passives,6,1,3,2,Not Churned,0.0,N/A
4589-IUAJB,70,24.25,1724.15,Two year,Bank transfer (automatic),No,No,0,75,4118,,Garden Grove,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,8,5,2,1,Not Churned,0.0,N/A
8746-BFOAJ,21,20.5,429.55,One year,Bank transfer (automatic),No,No,0,62,5766,,Garden Grove,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
8457-XIGKN,20,19.6,356.15,Month-to-month,Credit card (automatic),No,No,0,27,5909,,Norco,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
6072-NUQCB,22,20.25,488.25,One year,Bank transfer (automatic),No,No,0,51,3339,,Villa Park,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
8838-GPHZP,63,20.6,1298.7,Two year,Mailed check,No,No,0,23,6469,,Orange,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
8750-QWZAJ,70,19.8,1378.75,Two year,Bank transfer (automatic),No,No,0,22,5169,,Orange,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
6918-UMQCG,5,80.2,384.25,Month-to-month,Electronic check,Fiber optic,No,0,46,3391,,Orange,California,New,High,3,Standard,Low Risk,High Risk,8,1,3,4,Not Churned,0.0,N/A
0675-NCDYU,72,116.4,8543.25,Two year,Credit card (automatic),Fiber optic,No,0,74,6491,,Placentia,California,Champion,Premium,9,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
6339-DKLMK,13,31.65,389.95,Month-to-month,Electronic check,DSL,No,0,49,4959,,Corona,California,Mid,Low,2,Standard,Low Risk,New Passives,6,2,2,2,Not Churned,0.0,N/A
1346-PJWTK,61,94.15,5731.85,Month-to-month,Credit card (automatic),Fiber optic,No,0,70,4806,,Corona,California,Champion,Premium,6,High Value,Low Risk,Champions,13,5,4,4,Not Churned,0.0,N/A
5088-QZLRL,1,20.65,20.65,Month-to-month,Electronic check,No,No,0,56,2729,,Corona,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
8023-QHAIO,56,76.85,4275.75,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,66,6035,,Corona,California,Loyal,High,4,Standard,Low Risk,Champions,10,4,3,3,Not Churned,0.0,N/A
4397-FRLTA,4,20.15,84.5,Month-to-month,Mailed check,No,No,0,75,5535,,Corona,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
3057-VJJQE,35,55.25,1924.1,Two year,Mailed check,DSL,No,0,24,5498,,Yorba Linda,California,Mid,Medium,4,Standard,Low Risk,High Risk,8,3,3,2,Not Churned,0.0,N/A
2302-OUZXB,72,82.15,5784.3,Two year,Bank transfer (automatic),DSL,No,0,70,4552,,Ventura,California,Champion,High,7,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
8133-ANHHJ,49,103.0,5166.2,One year,Bank transfer (automatic),Fiber optic,No,0,75,5023,,Ventura,California,Loyal,Premium,8,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
2270-CHBFN,44,95.1,4060.55,Month-to-month,Credit card (automatic),Fiber optic,No,0,20,2221,,Ventura,California,Loyal,Premium,7,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
5982-FPVQN,37,95.15,3532.85,Month-to-month,Electronic check,Fiber optic,No,0,22,3407,,Camarillo,California,Loyal,Premium,6,High Value,Low Risk,Champions,12,3,4,5,Not Churned,0.0,N/A
9107-UKCKY,61,79.8,4914.8,One year,Electronic check,DSL,No,0,24,6432,,Carpinteria,California,Champion,High,7,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
4654-ULTTN,70,74.8,5315.8,Two year,Credit card (automatic),DSL,No,0,60,6447,,Fillmore,California,Champion,High,7,Standard,Low Risk,Champions,13,5,5,3,Not Churned,0.0,N/A
5546-BYZSM,41,20.45,775.6,Month-to-month,Electronic check,No,No,0,80,2839,,Oak View,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
1492-KGETH,70,78.35,5445.95,One year,Bank transfer (automatic),DSL,No,0,42,4422,,Ojai,California,Champion,High,8,Standard,Low Risk,Champions,13,5,5,3,Not Churned,0.0,N/A
4163-HFTUK,51,19.1,1007.8,One year,Electronic check,No,No,0,78,4120,,Oxnard,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
8215-NGSPE,42,20.0,833.55,Two year,Mailed check,No,No,0,46,3413,,Oxnard,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
8859-YSTWS,48,19.95,1004.5,One year,Bank transfer (automatic),No,No,0,44,4254,,Port Hueneme,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
7601-DHFWZ,48,24.0,1183.05,Two year,Credit card (automatic),No,No,0,66,3948,,Simi Valley,California,Loyal,Low,2,Standard,Low Risk,Loyal Basics,7,4,2,1,Not Churned,0.0,N/A
1998-VHJHK,27,19.15,501.35,One year,Mailed check,No,No,0,38,5606,,Santa Barbara,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
1707-HABPF,46,91.3,4126.35,One year,Bank transfer (automatic),Fiber optic,No,0,43,3191,,Santa Barbara,California,Loyal,Premium,5,High Value,Low Risk,Champions,12,4,4,4,Not Churned,0.0,N/A
0487-VVUVK,25,19.15,477.6,Month-to-month,Mailed check,No,No,0,57,3829,,Santa Barbara,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
5063-IUOKK,13,19.75,265.75,Two year,Mailed check,No,No,0,41,2016,,Santa Barbara,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
4508-OEBEY,31,75.5,2424.45,One year,Credit card (automatic),DSL,No,0,61,5611,,Goleta,California,Mid,High,7,Standard,Low Risk,Champions,11,3,5,3,Not Churned,0.0,N/A
0027-KWYKW,23,83.75,1849.95,Month-to-month,Electronic check,Fiber optic,No,0,78,3585,,Alpaugh,California,Mid,High,4,Standard,Low Risk,High Risk,10,3,3,4,Not Churned,0.0,N/A
2308-STERM,2,19.4,61.05,Month-to-month,Mailed check,No,No,0,63,5816,,Armona,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
5982-XMDEX,65,26.5,1698.55,Two year,Bank transfer (automatic),No,No,0,46,4404,,Arvin,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,9,5,2,2,Not Churned,0.0,N/A
6051-PTVNS,55,19.15,998.1,One year,Credit card (automatic),No,No,0,29,5390,,Bodfish,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
2877-VDUER,35,40.9,1383.6,One year,Mailed check,DSL,No,0,78,5691,,Camp Nelson,California,Mid,Medium,3,Standard,Low Risk,Loyal Basics,8,3,3,2,Not Churned,0.0,N/A
9152-AMKAK,6,80.25,493.4,Two year,Mailed check,DSL,No,0,26,2706,,Coalinga,California,New,High,7,Standard,Low Risk,High Risk,11,2,5,4,Not Churned,0.0,N/A
9432-VOFYX,17,70.8,1207,Month-to-month,Electronic check,Fiber optic,No,0,56,5420,,Delano,California,Mid,High,2,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
8049-WJCLQ,10,60.2,563.5,Month-to-month,Mailed check,DSL,No,0,52,5318,,Ducor,California,New,Medium,4,Standard,Low Risk,High Risk,8,2,3,3,Not Churned,0.0,N/A
